1.5 1.0 10 17 17 3 2	1
2.5 1.0 2 17 17 4 12	1
2.5 1.0 10 17 17 4 12	1
0 0 10 17 17 2 0	1
0 0 2 17 17 2 0	1
2.5 1.0 10 17 17 4 12	1
0 0 2 17 17 2 0	1
0 0 10 17 17 2 0	1
2.5 4.5 50 37 65 4 26	1
1.0 1.25 50 37 65 6 9	1
4.0 8.0 50 2 65 3 24	1
2.0 1.33333333333 50 37 65 5 24	1
1.5 2.25 50 2 65 6 26	1
1.0 1.0 50 37 65 3 2	1
1.66666666667 1.83333333333 50 37 65 8 40	1
2.5 4.5 50 4 65 4 26	1
1.75 1.0 2 37 65 6 14	1
4.0 8.0 50 4 65 3 24	1
1.66666666667 2.33333333333 50 3 65 6 23	1
1.0 3.75 50 2 65 6 16	1
2.5 5.0 50 2 65 4 26	1
4.0 8.0 50 2 65 3 24	1
1.66666666667 1.0 50 37 65 5 14	1
2.5 1.5 2 37 65 6 31	1
1.0 1.0 2 37 65 3 2	1
1.75 3.0 50 2 65 6 30	1
4.0 8.0 50 2 65 3 24	1
1.5 1.5 50 2 65 4 12	1
4.0 8.0 50 2 65 3 24	1
4.0 8.0 2 37 65 3 24	1
1.25 1.0 50 37 65 6 14	1
4.0 8.0 2 37 65 3 24	1
2.0 1.33333333333 50 37 65 5 24	1
2.66666666667 2.0 2 37 65 5 35	1
2.5 1.5 50 37 65 4 22	1
1.6 1.4 50 37 65 7 31	1
4.0 8.0 2 37 65 3 24	1
1.0 1.0 2 8 8 4 4	1
1.0 1.0 2 8 8 7 10	1
2.0 1.0 2 8 8 4 6	1
1.66666666667 1.0 1 8 8 4 7	1
3.0 5.0 10 189 496 3 2	1
7.0 18.6666666667 420 2 496 5 377	1
1.0 1.0 420 189 496 3 6	1
6.5 20.0 420 189 496 4 299	1
12.0 37.0 420 2 496 3 287	1
9.0 24.5 420 18 496 4 357	1
2.4 4.2 420 17 496 7 19	1
0 0 420 189 496 2 0	1
1.33333333333 3.0 420 18 496 5 16	1
12.0 37.0 420 189 496 3 287	1
2.0 3.0 420 2 496 3 2	1
3.75 11.5 420 189 496 6 310	1
1.0 1.0 420 14 496 3 2	1
2.33333333333 4.33333333333 2 189 496 5 27	1
2.0 5.5 420 189 496 4 30	1
3.5 3.5 420 17 496 4 20	1
12.0 37.0 420 21 496 3 287	1
1.0 5.0 420 189 496 3 21	1
4.66666666667 15.3333333333 420 31 496 4 303	1
1.0 2.0 420 2 496 3 2	1
0 0 420 14 496 2 0	1
0 0 420 5 496 2 0	1
7.33333333333 18.0 6 189 496 5 369	1
9.0 24.5 420 18 496 4 357	1
9.0 24.5 420 6 496 4 357	1
0 0 420 189 496 2 0	1
4.66666666667 14.6666666667 420 1 496 4 305	1
6.5 21.0 420 4 496 4 300	1
7.0 19.5 6 189 496 4 291	1
6.5 20.0 420 4 496 4 291	1
7.5 21.0 420 28 496 4 299	1
4.66666666667 15.3333333333 420 28 496 5 303	1
2.0 5.5 420 2 496 4 30	1
1.0 2.0 420 189 496 5 14	1
1.0 1.0 420 2 496 3 2	1
7.0 19.5 420 189 496 4 295	1
8.0 21.0 420 21 496 4 303	1
5.0 11.4 420 14 496 7 329	1
0 0 420 2 496 2 0	1
5.66666666667 15.3333333333 420 31 496 5 317	1
2.0 2.0 420 31 496 3 4	1
3.0 10.0 420 2 496 3 28	1
2.0 5.5 6 189 496 4 22	1
1.33333333333 2.33333333333 420 6 496 5 16	1
4.66666666667 14.6666666667 420 189 496 5 301	1
1.0 1.0 420 2 496 4 4	1
0 0 420 2 496 2 0	1
9.0 24.5 420 189 496 4 357	1
1.0 1.5 420 2 496 4 4	1
9.0 24.5 420 8 496 4 357	1
9.0 24.5 420 6 496 4 357	1
12.0 37.0 420 6 496 3 287	1
6.5 19.0 420 28 496 4 289	1
2.33333333333 4.33333333333 420 1 496 4 27	1
2.0 4.0 420 21 496 4 7	1
6.5 19.0 420 10 496 4 289	1
3.0 10.0 2 189 496 3 28	1
6.33333333333 17.0 420 189 496 5 363	1
0 0 420 4 496 2 0	1
4.25 12.75 420 18 496 6 320	1
12.0 37.0 420 10 496 3 287	1
7.0 18.6666666667 420 189 496 5 377	1
0 0 420 189 496 2 0	1
5.66666666667 15.6666666667 420 10 496 5 312	1
2.0 5.5 420 17 496 4 22	1
3.75 10.5 420 6 496 6 303	1
4.0 12.25 420 28 496 6 295	1
4.66666666667 14.6666666667 420 17 496 5 300	1
12.0 37.0 420 31 496 3 287	1
0 0 6 189 496 2 0	1
1.0 2.5 420 2 496 4 8	1
1.0 2.0 420 189 496 3 4	1
7.0 21.0 420 31 496 4 299	1
5.33333333333 14.3333333333 420 189 496 5 293	1
0 0 420 2 496 2 0	1
3.0 10.0 420 2 496 3 28	1
9.0 24.5 10 189 496 4 357	1
5.66666666667 17.3333333333 420 8 496 5 327	1
12.0 37.0 420 21 496 3 287	1
1.66666666667 1.5 3 189 496 7 10	1
6.5 19.0 1 189 496 3 288	1
9.0 24.5 6 189 496 4 357	1
6.5 21.0 420 189 496 4 300	1
12.0 37.0 420 189 496 3 287	1
12.0 37.0 420 21 496 3 287	1
7.0 20.5 10 189 496 4 294	1
1.0 2.0 420 6 496 3 4	1
12.0 37.0 420 189 496 3 287	1
5.33333333333 14.3333333333 420 31 496 5 293	1
12.0 37.0 6 189 496 3 287	1
7.33333333333 18.0 6 189 496 5 369	1
12.0 37.0 420 189 496 3 287	1
7.0 20.5 420 2 496 4 294	1
9.0 24.5 420 189 496 4 357	1
4.25 12.0 420 6 496 6 313	1
4.66666666667 15.6666666667 420 2 496 5 317	1
6.5 21.5 420 31 496 4 295	1
1.66666666667 3.66666666667 420 189 496 5 28	1
4.5 11.5 2 189 496 6 311	1
2.0 5.5 420 6 496 4 22	1
2.0 5.5 420 2 496 4 30	1
9.0 24.5 6 189 496 4 357	1
12.0 37.0 420 21 496 3 287	1
0 0 420 189 496 2 0	1
12.0 37.0 420 189 496 3 287	1
0 0 420 14 496 2 0	1
2.0 6.0 10 189 496 4 18	1
6.5 19.0 420 10 496 4 289	1
6.5 21.5 420 28 496 4 295	1
3.0 10.0 420 189 496 3 28	1
3.2 9.2 420 14 496 7 309	1
6.5 19.0 420 21 496 4 289	1
0 0 420 189 496 2 0	1
4.66666666667 15.0 420 31 496 5 304	1
3.0 10.0 4 189 496 3 28	1
5.0 15.6666666667 420 2 496 5 313	1
7.0 20.5 420 28 496 4 305	1
1.0 1.0 420 189 496 3 6	1
6.5 19.0 420 18 496 4 289	1
6.33333333333 17.0 420 189 496 5 363	1
4.5 14.25 420 2 496 6 293	1
12.0 37.0 420 6 496 3 287	1
12.0 37.0 420 2 496 3 287	1
6.5 20.5 420 31 496 4 295	1
6.5 20.0 420 4 496 4 291	1
1.0 5.0 420 2 496 3 21	1
4.66666666667 13.0 420 4 496 5 291	1
1.0 2.0 420 189 496 3 4	1
12.0 37.0 420 17 496 3 287	1
7.0 21.0 420 31 496 4 299	1
12.0 37.0 420 5 496 3 287	1
1.0 1.33333333333 420 18 496 5 8	1
0 0 420 8 496 2 0	1
1.33333333333 3.33333333333 420 189 496 5 27	1
1.0 2.0 420 14 496 3 2	1
7.0 20.5 420 28 496 4 305	1
12.0 37.0 420 189 496 3 287	1
6.5 21.5 420 2 496 4 295	1
4.66666666667 15.3333333333 420 18 496 5 303	1
2.0 7.0 420 2 496 4 30	1
1.66666666667 3.66666666667 420 28 496 5 28	1
9.0 24.5 420 2 496 4 357	1
3.0 10.0 420 6 496 3 28	1
6.5 19.5 420 14 496 4 290	1
0 0 4 189 496 2 0	1
4.4 10.2 6 189 496 7 333	1
1.0 5.0 420 189 496 3 21	1
6.5 20.5 420 2 496 4 294	1
9.0 24.5 420 189 496 4 357	1
3.0 10.0 6 189 496 3 2	1
0 0 420 2 496 2 0	1
9.0 24.5 420 21 496 4 357	1
0 0 420 14 496 2 0	1
6.5 20.5 420 2 496 4 295	1
6.5 19.0 420 17 496 4 289	1
9.0 24.5 420 4 496 4 357	1
7.0 20.5 420 28 496 4 305	1
7.0 22.5 420 28 496 4 291	1
1.5 3.83333333333 420 189 496 8 49	1
9.0 24.5 420 189 496 4 357	1
9.0 24.5 2 189 496 4 357	1
2.0 6.0 420 31 496 4 18	1
1.0 1.0 420 189 496 3 2	1
7.0 20.5 420 28 496 4 305	1
0 0 420 4 496 2 0	1
12.0 37.0 420 14 496 3 287	1
3.0 10.0 420 2 496 3 28	1
12.0 37.0 10 189 496 3 287	1
1.0 5.0 420 6 496 3 21	1
1.5 3.75 420 4 496 6 8	1
7.0 20.5 420 31 496 4 305	1
3.0 8.0 420 10 496 3 2	1
6.5 20.0 420 28 496 4 293	1
12.0 37.0 10 189 496 3 287	1
2.0 6.0 420 14 496 3 17	1
0 0 420 2 496 2 0	1
0 0 6 189 496 2 0	1
5.5 13.0 420 31 496 6 317	1
2.0 5.5 420 6 496 4 22	1
1.0 2.33333333333 420 189 496 5 18	1
0 0 420 14 496 2 0	1
12.0 37.0 420 189 496 3 287	1
0 0 420 14 496 2 0	1
0 0 10 189 496 2 0	1
7.0 18.6666666667 420 189 496 5 377	1
7.0 21.5 420 28 496 4 289	1
7.0 19.5 420 189 496 4 295	1
1.0 2.0 420 18 496 3 4	1
12.0 37.0 420 189 496 3 287	1
5.0 12.5 420 31 496 6 325	1
1.0 1.0 420 18 496 3 2	1
1.0 5.0 420 4 496 3 21	1
6.33333333333 18.0 420 189 496 5 378	1
8.0 21.0 4 189 496 4 303	1
6.5 20.0 420 2 496 4 293	1
4.5 9.83333333333 10 189 496 8 333	1
9.0 24.5 10 189 496 4 357	1
6.5 20.0 420 14 496 4 293	1
0 0 420 4 496 2 0	1
9.0 24.5 420 2 496 4 357	1
4.66666666667 15.0 420 21 496 5 304	1
1.6 2.6 420 189 496 7 39	1
9.0 24.5 420 8 496 4 357	1
2.0 5.5 420 2 496 4 22	1
7.0 19.5 420 14 496 4 291	1
6.5 20.5 420 17 496 4 295	1
6.5 20.0 420 189 496 4 299	1
2.0 7.0 420 189 496 3 6	1
12.0 37.0 10 189 496 3 287	1
7.0 18.6666666667 420 4 496 5 377	1
4.25 14.5 420 2 496 6 307	1
0 0 420 189 496 2 0	1
1.5 3.5 420 5 496 3 26	1
12.0 37.0 420 4 496 3 287	1
12.0 37.0 420 6 496 3 287	1
4.66666666667 15.6666666667 420 189 496 5 317	1
6.33333333333 18.0 420 189 496 5 378	1
7.0 19.5 420 31 496 4 295	1
7.5 21.0 420 6 496 4 299	1
5.0 14.6666666667 420 28 496 5 306	1
2.0 7.0 420 4 496 3 3	1
3.0 5.33333333333 420 17 496 6 15	1
5.75 14.5 4 189 496 6 381	1
1.33333333333 3.33333333333 420 2 496 5 27	1
6.33333333333 17.0 420 6 496 5 363	1
0 0 420 4 496 2 0	1
3.5 6.5 420 6 496 4 72	1
6.5 20.5 420 2 496 4 295	1
3.0 10.0 420 2 496 3 28	1
3.0 10.0 420 6 496 3 28	1
1.33333333333 3.0 420 189 496 5 25	1
7.33333333333 18.0 6 189 496 5 369	1
1.0 5.0 420 189 496 3 21	1
1.0 2.0 420 2 496 5 14	1
3.5 3.5 3 189 496 4 20	1
9.0 24.5 420 6 496 4 357	1
12.0 37.0 420 189 496 3 287	1
9.0 24.5 420 189 496 4 357	1
7.0 20.5 420 189 496 4 305	1
4.66666666667 15.6666666667 420 31 496 5 317	1
5.66666666667 15.3333333333 420 21 496 5 311	1
8.0 1.0 2 81 104 3 44	1
5.75 1.25 2 81 104 6 96	1
4.66666666667 1.66666666667 38 81 104 5 40	1
3.6 1.2 2 81 104 7 30	1
1.33333333333 2.33333333333 38 81 104 5 14	1
8.0 1.0 38 81 104 3 22	1
8.0 1.0 2 81 104 3 22	1
8.0 1.0 2 81 104 3 22	1
1.33333333333 2.33333333333 38 2 104 5 14	1
6.5 1.0 4 81 104 4 68	1
8.0 1.0 2 81 104 3 44	1
8.0 1.0 38 81 104 3 44	1
8.0 1.0 4 81 104 3 44	1
4.0 1.66666666667 4 81 104 5 44	1
5.75 1.25 4 81 104 6 96	1
1.5 1.0 2 12 12 3 5	1
0 0 3 12 12 1 0	1
2.14285714286 1.0 2 12 12 9 18	1
0 0 3 12 12 1 0	1
1.0 1.0 3 12 12 2 1	1
3.0 1.0 8 125 125 3 4	1
1.0 1.0 8 125 125 3 4	1
2.0 1.0 16 125 125 3 13	1
3.0 1.0 8 125 125 3 8	1
3.0 1.0 8 125 125 4 15	1
1.0 1.0 73 125 125 3 2	1
2.33333333333 1.0 16 125 125 5 32	1
5.0 1.0 8 125 125 3 13	1
2.5 1.0 8 125 125 4 13	1
5.0 1.0 16 125 125 3 13	1
2.0 1.0 73 125 125 4 20	1
0 0 4 125 125 2 0	1
1.0 1.0 8 125 125 3 2	1
2.0 1.0 73 125 125 4 12	1
2.5 1.0 16 125 125 4 26	1
1.0 1.0 73 125 125 4 3	1
1.5 1.0 73 125 125 4 7	1
2.0 1.0 73 125 125 3 13	1
3.0 1.0 73 125 125 4 16	1
2.0 1.0 73 125 125 3 12	1
1.5 1.0 73 125 125 4 8	1
2.0 1.0 16 125 125 3 12	1
2.0 1.0 73 125 125 3 12	1
1.0 1.0 73 125 125 3 8	1
0 0 4 125 125 2 0	1
2.0 1.0 73 125 125 4 21	1
2.0 1.0 16 125 125 4 21	1
1.0 1.0 2 125 125 3 2	1
2.0 1.0 73 125 125 3 13	1
1.66666666667 1.0 73 125 125 7 19	1
1.0 1.0 8 125 125 3 4	1
3.0 1.0 8 125 125 4 15	1
2.0 1.0 8 125 125 4 11	1
2.0 1.0 8 125 125 7 19	1
2.0 1.0 16 125 125 4 12	1
2.0 1.0 73 125 125 4 5	1
5.0 1.0 73 125 125 3 13	1
3.0 1.0 73 125 125 3 8	1
2.0 1.0 73 125 125 5 28	1
2.5 1.0 73 125 125 4 26	1
1.0 1.0 73 125 125 3 8	1
3.0 1.0 16 125 125 4 16	1
2.5 1.0 73 125 125 4 13	1
0 0 73 125 125 3 0	1
2.0 1.0 73 125 125 3 14	1
2.0 1.0 2 125 125 4 6	1
2.0 1.0 73 125 125 3 12	1
1.33333333333 1.0 73 125 125 16 42	1
2.0 1.0 73 125 125 3 12	1
0 0 73 125 125 2 0	1
0 0 73 125 125 2 0	1
2.0 1.0 8 125 125 3 2	1
2.5 1.0 73 125 125 4 26	1
1.0 1.0 73 125 125 4 4	1
1.0 1.0 73 125 125 3 8	1
2.0 1.0 73 125 125 5 28	1
2.0 1.0 73 125 125 4 8	1
1.0 1.0 73 125 125 3 8	1
2.0 1.0 73 125 125 4 21	1
3.0 1.0 73 125 125 4 16	1
5.0 1.0 2 125 125 3 13	1
2.0 1.0 2 125 125 4 8	1
6.33333333333 6.33333333333 164 12 231 5 132	1
8.0 8.0 2 98 231 4 124	1
8.0 8.0 2 98 231 4 124	1
6.33333333333 6.33333333333 164 12 231 5 142	1
3.0 4.66666666667 164 12 231 5 65	1
1.0 2.5 164 98 231 4 14	1
6.66666666667 11.6666666667 164 12 231 5 73	1
3.33333333333 6.0 164 12 231 5 66	1
6.33333333333 6.33333333333 164 12 231 5 142	1
6.33333333333 6.33333333333 164 2 231 5 132	1
5.0 5.5 4 98 231 6 136	1
5.25 5.5 16 98 231 6 132	1
8.0 8.0 164 2 231 4 124	1
8.0 8.0 164 98 231 4 124	1
5.25 9.75 164 98 231 6 85	1
1.0 2.5 164 98 231 4 14	1
5.75 6.0 16 98 231 6 148	1
4.66666666667 4.0 16 98 231 5 83	1
4.5 7.5 164 10 231 8 107	1
6.33333333333 6.33333333333 16 98 231 5 142	1
8.0 8.0 164 2 231 4 124	1
6.33333333333 6.33333333333 16 98 231 5 142	1
8.0 8.0 164 98 231 4 124	1
2.57142857143 5.14285714286 164 10 231 9 40	1
9.0 8.0 164 10 231 3 67	1
1.0 2.5 164 10 231 4 14	1
6.0 5.0 164 98 231 4 77	1
4.66666666667 4.0 164 98 231 5 87	1
4.66666666667 4.0 164 12 231 5 83	1
6.0 5.5 2 98 231 4 75	1
4.66666666667 4.0 16 98 231 5 83	1
4.5 5.75 164 12 231 6 134	1
6.0 5.0 2 98 231 4 77	1
8.0 8.0 2 98 231 4 124	1
4.33333333333 4.66666666667 164 12 231 5 79	1
6.33333333333 6.33333333333 2 98 231 5 142	1
1.0 2.33333333333 164 2 231 5 20	1
3.66666666667 5.33333333333 164 12 231 5 63	1
8.0 8.0 164 2 231 4 124	1
6.33333333333 6.33333333333 4 98 231 5 132	1
8.0 8.0 164 12 231 4 124	1
6.33333333333 6.33333333333 16 98 231 5 142	1
1.0 3.0 164 10 231 4 18	1
3.0 3.5 2 98 231 4 8	1
6.33333333333 6.33333333333 16 98 231 5 142	1
1.75 8.0 43 2 49 6 99	1
1.66666666667 9.66666666667 43 2 49 5 85	1
2.0 12.0 43 8 49 4 83	1
1.75 8.0 43 8 49 6 91	1
2.0 12.0 43 2 49 4 83	1
2.0 10.3333333333 43 2 49 5 97	1
1.66666666667 9.0 43 3 49 5 86	1
1.5 6.0 43 8 49 8 95	1
1.33333333333 5.33333333333 43 3 49 4 45	1
0 0 43 14 49 2 0	1
2.0 12.0 43 14 49 4 83	1
2.0 12.0 43 8 49 4 83	1
2.0 12.0 4 14 49 4 83	1
2.0 10.3333333333 43 8 49 5 97	1
2.0 10.3333333333 43 2 49 5 97	1
2.0 10.3333333333 4 14 49 5 97	1
2.0 12.0 43 14 49 4 83	1
2.0 10.3333333333 43 2 49 5 97	1
2.0 12.0 43 8 49 4 83	1
1.5 6.75 43 2 49 6 87	1
2.0 12.0 43 2 49 4 83	1
0 0 43 14 49 2 0	1
2.0 9.5 43 8 49 4 56	1
2.0 12.0 43 8 49 4 83	1
2.25 1.0 15 344 439 6 19	1
4.0 1.0 15 344 439 5 27	1
4.0 1.0 9 344 439 5 36	1
3.66666666667 1.0 9 344 439 6 31	1
1.66666666667 1.0 2 344 439 5 28	1
4.0 1.0 187 344 439 4 28	1
3.0 1.0 9 344 439 8 60	1
1.4 1.0 8 344 439 7 27	1
3.2 2.4 187 344 439 7 10	1
2.0 1.0 9 344 439 5 12	1
1.0 1.0 8 344 439 6 18	1
5.0 1.0 15 344 439 4 18	1
4.0 1.0 187 344 439 4 46	1
3.5 1.0 8 344 439 6 53	1
2.6 1.0 187 344 439 7 39	1
2.6 1.4 2 344 439 7 35	1
1.8 1.0 8 344 439 7 36	1
2.66666666667 1.0 187 344 439 5 20	1
1.5 1.0 2 344 439 6 8	1
2.0 1.0 15 344 439 7 17	1
4.0 1.0 15 344 439 4 28	1
3.66666666667 1.0 15 344 439 5 38	1
3.0 1.66666666667 187 344 439 5 24	1
1.0 1.0 2 3 3 5 6	1
1.0 2.25 15 3 19 6 14	1
2.0 3.0 15 4 19 5 16	1
2.0 3.5 15 2 19 4 12	1
1.0 2.66666666667 15 4 19 5 16	1
1.0 1.5 15 2 19 4 4	1
1.0 3.0 15 2 19 5 17	1
1.75 2.5 3 6 19 6 18	1
3.0 5.0 83 6 159 3 19	1
2.0 6.0 83 2 159 4 33	1
2.0 5.0 83 114 159 3 23	1
2.0 3.5 83 114 159 4 21	1
2.0 6.0 83 2 159 4 33	1
1.5 3.0 83 114 159 4 25	1
2.0 6.0 83 4 159 4 33	1
1.66666666667 4.33333333333 83 114 159 5 35	1
2.0 2.33333333333 83 114 159 5 25	1
1.5 3.0 83 114 159 4 25	1
1.33333333333 2.66666666667 83 2 159 5 29	1
1.33333333333 3.33333333333 83 2 159 8 32	1
1.75 2.0 83 114 159 6 11	1
2.0 6.0 83 4 159 4 33	1
1.5 3.0 83 114 159 5 28	1
2.25 2.75 2 114 159 6 44	1
2.14285714286 2.71428571429 83 5 159 9 58	1
0 0 2 114 159 2 0	1
1.0 2.0 83 2 159 5 6	1
2.0 4.5 83 6 159 4 21	1
2.14285714286 2.71428571429 83 5 159 9 58	1
2.0 3.0 83 2 159 3 2	1
3.0 5.0 2 114 159 3 19	1
2.0 5.0 83 2 159 3 23	1
1.5 3.5 83 114 159 4 29	1
2.0 2.66666666667 83 114 159 4 25	1
2.0 3.5 83 2 159 4 21	1
2.0 6.0 83 2 159 4 33	1
1.33333333333 3.66666666667 83 2 159 5 26	1
1.5 3.5 83 114 159 4 29	1
1.14285714286 2.14285714286 83 2 159 9 41	1
2.5 3.0 2 114 159 4 23	1
2.0 3.5 83 6 159 4 22	1
1.66666666667 4.33333333333 2 114 159 5 35	1
3.0 5.0 83 2 159 3 19	1
5.0 1.66666666667 2 184 308 5 48	1
2.0 1.5 2 184 308 4 8	1
5.0 2.5 190 2 308 4 28	1
4.0 6.25 190 2 308 6 22	1
6.0 4.0 190 8 308 4 30	1
4.25 2.0 2 184 308 6 46	1
5.0 2.5 3 184 308 4 28	1
2.66666666667 2.66666666667 190 184 308 5 32	1
5.0 2.5 6 184 308 4 28	1
1.0 3.0 190 184 308 4 4	1
5.0 1.66666666667 2 184 308 5 48	1
1.0 4.5 190 184 308 4 12	1
0 0 190 184 308 2 0	1
2.33333333333 6.33333333333 190 2 308 5 24	1
2.66666666667 6.33333333333 190 8 308 5 28	1
2.5 2.75 190 184 308 6 36	1
4.66666666667 1.66666666667 6 184 308 5 46	1
4.0 4.0 190 184 308 5 38	1
2.25 2.25 190 184 308 6 34	1
2.66666666667 7.33333333333 190 184 308 5 24	1
2.75 2.25 190 184 308 6 40	1
1.0 1.0 190 8 308 3 2	1
3.0 5.33333333333 190 8 308 5 20	1
2.0 1.0 190 184 308 3 2	1
5.66666666667 3.0 6 184 308 5 50	1
4.5 2.0 190 184 308 4 26	1
6.0 4.0 2 184 308 4 30	1
2.66666666667 6.33333333333 190 184 308 5 28	1
1.0 1.0 190 184 308 3 2	1
1.75 1.0 2 19 19 6 14	1
1.125 1.0 4 19 19 10 18	1
1.4 1.0 2 19 19 7 14	1
1.33333333333 1.0 2 19 19 8 16	1
0 0 4 19 19 2 0	1
1.0 1.0 2 19 19 7 10	1
1.5 1.0 2 19 19 6 12	1
2.18421052632 4.76315789474 3 68 123 40 180	1
0 0 103 2 123 2 0	1
1.0 2.0 103 2 123 3 4	1
2.0 4.0 103 2 123 3 2	1
0 0 103 68 123 2 0	1
1.0 1.5 103 68 123 4 4	1
1.5 6.0 103 68 123 4 28	1
2.0 1.0 103 68 123 3 7	1
2.0 1.0 2 68 123 3 7	1
1.5 6.0 103 3 123 4 25	1
1.5 6.0 103 68 123 4 28	1
1.0 1.0 103 68 123 3 6	1
2.0 6.0 103 68 123 4 42	1
1.66666666667 4.0 103 68 123 5 44	1
1.4 4.0 103 8 123 7 54	1
